"Notes","Occurrence State","Occurrence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"Idaho","16","2022","2022","Diseases of the eye and adnexa","H00-H59",18,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Diseases of the circulatory system","I00-I99",9639,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Diseases of the respiratory system","J00-J98",5241,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Diseases of the digestive system","K00-K92",1807,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",217,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",560,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Diseases of the genitourinary system","N00-N99",1781,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Pregnancy, childbirth and the puerperium","O00-O99",10,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Certain conditions originating in the perinatal period","P00-P96",67,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",94,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",4471,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",2016,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","Codes for special purposes","U00-U99",1083,Not Applicable,Not Applicable
,"Idaho","16","2022","2022","External causes of morbidity and mortality","V01-Y89",2183,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Certain infectious and parasitic diseases","A00-B99",1292,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Neoplasms","C00-D48",4019,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",562,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",4467,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Mental and behavioural disorders","F01-F99",4884,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the nervous system","G00-G98",2670,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the eye and adnexa","H00-H59",16,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the circulatory system","I00-I99",9342,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the respiratory system","J00-J98",4596,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the digestive system","K00-K92",1822,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",212,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",577,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Diseases of the genitourinary system","N00-N99",1703,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Certain conditions originating in the perinatal period","P00-P96",53,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",96,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",4270,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",2083,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","Codes for special purposes","U00-U99",344,Not Applicable,Not Applicable
,"Idaho","16","2023","2023","External causes of morbidity and mortality","V01-Y89",2172,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",1297,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Neoplasms","C00-D48",4083,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",512,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",4308,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",4900,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",2688,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the eye and adnexa","H00-H59",22,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the ear and mastoid process","H60-H95",14,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",9343,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",4381,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",1797,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",203,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",542,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",1716,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",59,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",93,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",4078,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",2003,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","Codes for special purposes","U00-U99",250,Not Applicable,Not Applicable
,"Idaho","16","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",2088,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",885,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Neoplasms","C00-D48",2925,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",425,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",3035,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",3151,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",1920,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the eye and adnexa","H00-H59",24,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",6480,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",2942,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",1298,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",147,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",419,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",1112,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",34,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",58,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2777,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",1180,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",72,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",483,Not Applicable,Not Applicable
,"Idaho","16","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",883,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Certain infectious and parasitic diseases","A00-B99",8918,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Neoplasms","C00-D48",26073,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2478,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",13484,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Mental and behavioural disorders","F01-F99",21903,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the nervous system","G00-G98",11145,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the eye and adnexa","H00-H59",57,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the ear and mastoid process","H60-H95",21,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the circulatory system","I00-I99",52934,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the respiratory system","J00-J98",24974,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the digestive system","K00-K92",6774,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",756,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",1750,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Diseases of the genitourinary system","N00-N99",9477,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",33,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Certain conditions originating in the perinatal period","P00-P96",600,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",527,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",13120,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",9790,Not Applicable,Not Applicable
,"Illinois","17","2018","2018","External causes of morbidity and mortality","V01-Y89",10344,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Certain infectious and parasitic diseases","A00-B99",8551,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Neoplasms","C00-D48",25978,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2407,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",13964,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Mental and behavioural disorders","F01-F99",21704,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the nervous system","G00-G98",11203,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the eye and adnexa","H00-H59",45,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the ear and mastoid process","H60-H95",18,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the circulatory system","I00-I99",53232,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the respiratory system","J00-J98",23920,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the digestive system","K00-K92",6759,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",782,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",1703,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Diseases of the genitourinary system","N00-N99",9318,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99",33,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Certain conditions originating in the perinatal period","P00-P96",484,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",471,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",13102,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",9727,Not Applicable,Not Applicable
,"Illinois","17","2019","2019","External causes of morbidity and mortality","V01-Y89",10488,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Certain infectious and parasitic diseases","A00-B99",9945,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Neoplasms","C00-D48",26725,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2759,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",21378,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Mental and behavioural disorders","F01-F99",24939,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the nervous system","G00-G98",13784,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the eye and adnexa","H00-H59",48,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the ear and mastoid process","H60-H95",17,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the circulatory system","I00-I99",66007,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the respiratory system","J00-J98",35687,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the digestive system","K00-K92",7639,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",878,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",1961,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Diseases of the genitourinary system","N00-N99",11082,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Pregnancy, childbirth and the puerperium","O00-O99",33,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Certain conditions originating in the perinatal period","P00-P96",466,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",544,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",15559,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",11128,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","Codes for special purposes","U00-U99",16702,Not Applicable,Not Applicable
,"Illinois","17","2020","2020","External causes of morbidity and mortality","V01-Y89",11994,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Certain infectious and parasitic diseases","A00-B99",11120,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Neoplasms","C00-D48",26451,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2746,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",19580,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Mental and behavioural disorders","F01-F99",21902,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the nervous system","G00-G98",12526,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the eye and adnexa","H00-H59",47,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the ear and mastoid process","H60-H95",18,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the circulatory system","I00-I99",61246,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the respiratory system","J00-J98",32000,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the digestive system","K00-K92",7983,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",938,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",1801,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Diseases of the genitourinary system","N00-N99",11067,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Pregnancy, childbirth and the puerperium","O00-O99",44,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Certain conditions originating in the perinatal period","P00-P96",448,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",514,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",15946,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",11923,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","Codes for special purposes","U00-U99",11771,Not Applicable,Not Applicable
,"Illinois","17","2021","2021","External causes of morbidity and mortality","V01-Y89",12794,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Certain infectious and parasitic diseases","A00-B99",9887,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Neoplasms","C00-D48",26265,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2890,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",18710,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Mental and behavioural disorders","F01-F99",21998,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the nervous system","G00-G98",13239,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the eye and adnexa","H00-H59",44,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the ear and mastoid process","H60-H95",24,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the circulatory system","I00-I99",61155,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the respiratory system","J00-J98",30102,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the digestive system","K00-K92",8146,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",1045,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",1817,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Diseases of the genitourinary system","N00-N99",11125,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Pregnancy, childbirth and the puerperium","O00-O99",37,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Certain conditions originating in the perinatal period","P00-P96",471,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",490,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",16202,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",11874,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","Codes for special purposes","U00-U99",8704,Not Applicable,Not Applicable
,"Illinois","17","2022","2022","External causes of morbidity and mortality","V01-Y89",12536,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Certain infectious and parasitic diseases","A00-B99",9145,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Neoplasms","C00-D48",25983,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2665,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",16252,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Mental and behavioural disorders","F01-F99",20904,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the nervous system","G00-G98",12908,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the eye and adnexa","H00-H59",36,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the ear and mastoid process","H60-H95",26,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the circulatory system","I00-I99",55867,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the respiratory system","J00-J98",24741,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the digestive system","K00-K92",7659,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",1039,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",1740,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Diseases of the genitourinary system","N00-N99",10024,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Pregnancy, childbirth and the puerperium","O00-O99",30,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Certain conditions originating in the perinatal period","P00-P96",466,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",461,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",15452,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",11412,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","Codes for special purposes","U00-U99",2393,Not Applicable,Not Applicable
,"Illinois","17","2023","2023","External causes of morbidity and mortality","V01-Y89",11652,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",8806,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Neoplasms","C00-D48",25824,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2375,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",16101,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",19927,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",12981,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the eye and adnexa","H00-H59",28,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the ear and mastoid process","H60-H95",14,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",55868,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",24491,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",7535,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",923,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",1639,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",9878,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Pregnancy, childbirth and the puerperium","O00-O99",27,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",452,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",415,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",15129,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",10235,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","Codes for special purposes","U00-U99",1443,Not Applicable,Not Applicable
,"Illinois","17","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",10505,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",6265,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Neoplasms","C00-D48",18648,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1723,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",11829,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",13763,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",9746,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the eye and adnexa","H00-H59",33,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the ear and mastoid process","H60-H95",15,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",40987,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",18025,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",5383,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",609,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",1233,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",7030,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Pregnancy, childbirth and the puerperium","O00-O99",13,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",307,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",301,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",12090,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",5252,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",498,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",2489,Not Applicable,Not Applicable
,"Illinois","17","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",3669,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Certain infectious and parasitic diseases","A00-B99",5888,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Neoplasms","C00-D48",15488,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2275,Not Applicable,Not Applicable
,"Indiana","18","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",12343,Not Applicable,Not Applicable
