"Notes","Residence State","Residence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"Georgia","13","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",18254,11029227,165.5
,"Georgia","13","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",5101,11029227,46.2
,"Georgia","13","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",648,11029227,5.9
,"Georgia","13","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",1155,11029227,10.5
,"Georgia","13","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",6299,11029227,57.1
,"Georgia","13","2025 (provisional and partial)","2025","Pregnancy, childbirth and the puerperium","O00-O99",42,11029227,0.4
,"Georgia","13","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",324,11029227,2.9
,"Georgia","13","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",309,11029227,2.8
,"Georgia","13","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",12403,11029227,112.5
,"Georgia","13","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",5091,11029227,46.2
,"Georgia","13","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",460,11029227,4.2
,"Georgia","13","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",2351,11029227,21.3
,"Georgia","13","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",3438,11029227,31.2
,"Hawaii","15","2018","2018","Certain infectious and parasitic diseases","A00-B99",774,1420491,54.5
,"Hawaii","15","2018","2018","Neoplasms","C00-D48",2733,1420491,192.4
,"Hawaii","15","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",350,1420491,24.6
,"Hawaii","15","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",1970,1420491,138.7
,"Hawaii","15","2018","2018","Mental and behavioural disorders","F01-F99",2758,1420491,194.2
,"Hawaii","15","2018","2018","Diseases of the nervous system","G00-G98",1289,1420491,90.7
,"Hawaii","15","2018","2018","Diseases of the eye and adnexa","H00-H59",13,1420491,Unreliable
,"Hawaii","15","2018","2018","Diseases of the ear and mastoid process","H60-H95",11,1420491,Unreliable
,"Hawaii","15","2018","2018","Diseases of the circulatory system","I00-I99",6135,1420491,431.9
,"Hawaii","15","2018","2018","Diseases of the respiratory system","J00-J98",2826,1420491,198.9
,"Hawaii","15","2018","2018","Diseases of the digestive system","K00-K92",885,1420491,62.3
,"Hawaii","15","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",137,1420491,9.6
,"Hawaii","15","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",263,1420491,18.5
,"Hawaii","15","2018","2018","Diseases of the genitourinary system","N00-N99",1041,1420491,73.3
,"Hawaii","15","2018","2018","Certain conditions originating in the perinatal period","P00-P96",78,1420491,5.5
,"Hawaii","15","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",62,1420491,4.4
,"Hawaii","15","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1859,1420491,130.9
,"Hawaii","15","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",1034,1420491,72.8
,"Hawaii","15","2018","2018","External causes of morbidity and mortality","V01-Y89",1143,1420491,80.5
,"Hawaii","15","2019","2019","Certain infectious and parasitic diseases","A00-B99",755,1415872,53.3
,"Hawaii","15","2019","2019","Neoplasms","C00-D48",2867,1415872,202.5
,"Hawaii","15","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",399,1415872,28.2
,"Hawaii","15","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",1812,1415872,128.0
,"Hawaii","15","2019","2019","Mental and behavioural disorders","F01-F99",2896,1415872,204.5
,"Hawaii","15","2019","2019","Diseases of the nervous system","G00-G98",1281,1415872,90.5
,"Hawaii","15","2019","2019","Diseases of the eye and adnexa","H00-H59",20,1415872,1.4
,"Hawaii","15","2019","2019","Diseases of the ear and mastoid process","H60-H95",10,1415872,Unreliable
,"Hawaii","15","2019","2019","Diseases of the circulatory system","I00-I99",6047,1415872,427.1
,"Hawaii","15","2019","2019","Diseases of the respiratory system","J00-J98",2574,1415872,181.8
,"Hawaii","15","2019","2019","Diseases of the digestive system","K00-K92",924,1415872,65.3
,"Hawaii","15","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",139,1415872,9.8
,"Hawaii","15","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",290,1415872,20.5
,"Hawaii","15","2019","2019","Diseases of the genitourinary system","N00-N99",1097,1415872,77.5
,"Hawaii","15","2019","2019","Certain conditions originating in the perinatal period","P00-P96",62,1415872,4.4
,"Hawaii","15","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",64,1415872,4.5
,"Hawaii","15","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1849,1415872,130.6
,"Hawaii","15","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",1078,1415872,76.1
,"Hawaii","15","2019","2019","External causes of morbidity and mortality","V01-Y89",1233,1415872,87.1
,"Hawaii","15","2020","2020","Certain infectious and parasitic diseases","A00-B99",821,1407006,58.4
,"Hawaii","15","2020","2020","Neoplasms","C00-D48",2907,1407006,206.6
,"Hawaii","15","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",384,1407006,27.3
,"Hawaii","15","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",2078,1407006,147.7
,"Hawaii","15","2020","2020","Mental and behavioural disorders","F01-F99",2940,1407006,209.0
,"Hawaii","15","2020","2020","Diseases of the nervous system","G00-G98",1437,1407006,102.1
,"Hawaii","15","2020","2020","Diseases of the eye and adnexa","H00-H59",18,1407006,Unreliable
,"Hawaii","15","2020","2020","Diseases of the circulatory system","I00-I99",6323,1407006,449.4
,"Hawaii","15","2020","2020","Diseases of the respiratory system","J00-J98",2552,1407006,181.4
,"Hawaii","15","2020","2020","Diseases of the digestive system","K00-K92",919,1407006,65.3
,"Hawaii","15","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",132,1407006,9.4
,"Hawaii","15","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",278,1407006,19.8
,"Hawaii","15","2020","2020","Diseases of the genitourinary system","N00-N99",1131,1407006,80.4
,"Hawaii","15","2020","2020","Certain conditions originating in the perinatal period","P00-P96",47,1407006,3.3
,"Hawaii","15","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",48,1407006,3.4
,"Hawaii","15","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1853,1407006,131.7
,"Hawaii","15","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",1057,1407006,75.1
,"Hawaii","15","2020","2020","Codes for special purposes","U00-U99",379,1407006,26.9
,"Hawaii","15","2020","2020","External causes of morbidity and mortality","V01-Y89",1210,1407006,86.0
,"Hawaii","15","2021","2021","Certain infectious and parasitic diseases","A00-B99",911,1441553,63.2
,"Hawaii","15","2021","2021","Neoplasms","C00-D48",2975,1441553,206.4
,"Hawaii","15","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",446,1441553,30.9
,"Hawaii","15","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",2280,1441553,158.2
,"Hawaii","15","2021","2021","Mental and behavioural disorders","F01-F99",3013,1441553,209.0
,"Hawaii","15","2021","2021","Diseases of the nervous system","G00-G98",1477,1441553,102.5
,"Hawaii","15","2021","2021","Diseases of the eye and adnexa","H00-H59",12,1441553,Unreliable
,"Hawaii","15","2021","2021","Diseases of the circulatory system","I00-I99",6741,1441553,467.6
,"Hawaii","15","2021","2021","Diseases of the respiratory system","J00-J98",2997,1441553,207.9
,"Hawaii","15","2021","2021","Diseases of the digestive system","K00-K92",1018,1441553,70.6
,"Hawaii","15","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",151,1441553,10.5
,"Hawaii","15","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",285,1441553,19.8
,"Hawaii","15","2021","2021","Diseases of the genitourinary system","N00-N99",1283,1441553,89.0
,"Hawaii","15","2021","2021","Certain conditions originating in the perinatal period","P00-P96",50,1441553,3.5
,"Hawaii","15","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",52,1441553,3.6
,"Hawaii","15","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2171,1441553,150.6
,"Hawaii","15","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",1102,1441553,76.4
,"Hawaii","15","2021","2021","Codes for special purposes","U00-U99",759,1441553,52.7
,"Hawaii","15","2021","2021","External causes of morbidity and mortality","V01-Y89",1257,1441553,87.2
,"Hawaii","15","2022","2022","Certain infectious and parasitic diseases","A00-B99",894,1440196,62.1
,"Hawaii","15","2022","2022","Neoplasms","C00-D48",3061,1440196,212.5
,"Hawaii","15","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",459,1440196,31.9
,"Hawaii","15","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",2295,1440196,159.4
,"Hawaii","15","2022","2022","Mental and behavioural disorders","F01-F99",3089,1440196,214.5
,"Hawaii","15","2022","2022","Diseases of the nervous system","G00-G98",1615,1440196,112.1
,"Hawaii","15","2022","2022","Diseases of the eye and adnexa","H00-H59",10,1440196,Unreliable
,"Hawaii","15","2022","2022","Diseases of the circulatory system","I00-I99",7103,1440196,493.2
,"Hawaii","15","2022","2022","Diseases of the respiratory system","J00-J98",2970,1440196,206.2
,"Hawaii","15","2022","2022","Diseases of the digestive system","K00-K92",993,1440196,68.9
,"Hawaii","15","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",147,1440196,10.2
,"Hawaii","15","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",295,1440196,20.5
,"Hawaii","15","2022","2022","Diseases of the genitourinary system","N00-N99",1238,1440196,86.0
,"Hawaii","15","2022","2022","Certain conditions originating in the perinatal period","P00-P96",58,1440196,4.0
,"Hawaii","15","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",59,1440196,4.1
,"Hawaii","15","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2409,1440196,167.3
,"Hawaii","15","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",1202,1440196,83.5
,"Hawaii","15","2022","2022","Codes for special purposes","U00-U99",641,1440196,44.5
,"Hawaii","15","2022","2022","External causes of morbidity and mortality","V01-Y89",1294,1440196,89.8
,"Hawaii","15","2023","2023","Certain infectious and parasitic diseases","A00-B99",938,1435138,65.4
,"Hawaii","15","2023","2023","Neoplasms","C00-D48",2986,1435138,208.1
,"Hawaii","15","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",522,1435138,36.4
,"Hawaii","15","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",2308,1435138,160.8
,"Hawaii","15","2023","2023","Mental and behavioural disorders","F01-F99",2850,1435138,198.6
,"Hawaii","15","2023","2023","Diseases of the nervous system","G00-G98",1556,1435138,108.4
,"Hawaii","15","2023","2023","Diseases of the eye and adnexa","H00-H59",10,1435138,Unreliable
,"Hawaii","15","2023","2023","Diseases of the circulatory system","I00-I99",6940,1435138,483.6
,"Hawaii","15","2023","2023","Diseases of the respiratory system","J00-J98",2716,1435138,189.3
,"Hawaii","15","2023","2023","Diseases of the digestive system","K00-K92",1000,1435138,69.7
,"Hawaii","15","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",181,1435138,12.6
,"Hawaii","15","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",247,1435138,17.2
,"Hawaii","15","2023","2023","Diseases of the genitourinary system","N00-N99",1197,1435138,83.4
,"Hawaii","15","2023","2023","Certain conditions originating in the perinatal period","P00-P96",38,1435138,2.6
,"Hawaii","15","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",53,1435138,3.7
,"Hawaii","15","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2252,1435138,156.9
,"Hawaii","15","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",1333,1435138,92.9
,"Hawaii","15","2023","2023","Codes for special purposes","U00-U99",274,1435138,19.1
,"Hawaii","15","2023","2023","External causes of morbidity and mortality","V01-Y89",1404,1435138,97.8
,"Hawaii","15","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",910,1435138,63.4
,"Hawaii","15","2024 (provisional)","2024","Neoplasms","C00-D48",2994,1435138,208.6
,"Hawaii","15","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",497,1435138,34.6
,"Hawaii","15","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",2362,1435138,164.6
,"Hawaii","15","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",2860,1435138,199.3
,"Hawaii","15","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",1646,1435138,114.7
,"Hawaii","15","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",7077,1435138,493.1
,"Hawaii","15","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",2752,1435138,191.8
,"Hawaii","15","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",1019,1435138,71.0
,"Hawaii","15","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",183,1435138,12.8
,"Hawaii","15","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",242,1435138,16.9
,"Hawaii","15","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",1223,1435138,85.2
,"Hawaii","15","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",42,1435138,2.9
,"Hawaii","15","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",57,1435138,4.0
,"Hawaii","15","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2395,1435138,166.9
,"Hawaii","15","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",1225,1435138,85.4
,"Hawaii","15","2024 (provisional)","2024","Codes for special purposes","U00-U99",225,1435138,15.7
,"Hawaii","15","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",1295,1435138,90.2
,"Hawaii","15","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",546,1435138,38.0
,"Hawaii","15","2025 (provisional and partial)","2025","Neoplasms","C00-D48",2091,1435138,145.7
,"Hawaii","15","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",342,1435138,23.8
,"Hawaii","15","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",1546,1435138,107.7
,"Hawaii","15","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",1913,1435138,133.3
,"Hawaii","15","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",1093,1435138,76.2
,"Hawaii","15","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",4843,1435138,337.5
,"Hawaii","15","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",1915,1435138,133.4
,"Hawaii","15","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",728,1435138,50.7
,"Hawaii","15","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",111,1435138,7.7
,"Hawaii","15","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",187,1435138,13.0
,"Hawaii","15","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",830,1435138,57.8
,"Hawaii","15","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",39,1435138,2.7
,"Hawaii","15","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",51,1435138,3.6
,"Hawaii","15","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1962,1435138,136.7
,"Hawaii","15","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",683,1435138,47.6
,"Hawaii","15","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",66,1435138,4.6
,"Hawaii","15","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",362,1435138,25.2
,"Hawaii","15","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",444,1435138,30.9
,"Idaho","16","2018","2018","Certain infectious and parasitic diseases","A00-B99",1015,1754208,57.9
,"Idaho","16","2018","2018","Neoplasms","C00-D48",3506,1754208,199.9
,"Idaho","16","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",368,1754208,21.0
,"Idaho","16","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",2640,1754208,150.5
,"Idaho","16","2018","2018","Mental and behavioural disorders","F01-F99",4169,1754208,237.7
,"Idaho","16","2018","2018","Diseases of the nervous system","G00-G98",2152,1754208,122.7
,"Idaho","16","2018","2018","Diseases of the eye and adnexa","H00-H59",10,1754208,Unreliable
,"Idaho","16","2018","2018","Diseases of the circulatory system","I00-I99",7349,1754208,418.9
,"Idaho","16","2018","2018","Diseases of the respiratory system","J00-J98",3894,1754208,222.0
,"Idaho","16","2018","2018","Diseases of the digestive system","K00-K92",1312,1754208,74.8
,"Idaho","16","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",117,1754208,6.7
,"Idaho","16","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",388,1754208,22.1
,"Idaho","16","2018","2018","Diseases of the genitourinary system","N00-N99",1310,1754208,74.7
,"Idaho","16","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",12,1754208,Unreliable
,"Idaho","16","2018","2018","Certain conditions originating in the perinatal period","P00-P96",79,1754208,4.5
,"Idaho","16","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",114,1754208,6.5
,"Idaho","16","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3044,1754208,173.5
,"Idaho","16","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",1738,1754208,99.1
,"Idaho","16","2018","2018","External causes of morbidity and mortality","V01-Y89",1863,1754208,106.2
,"Idaho","16","2019","2019","Certain infectious and parasitic diseases","A00-B99",1086,1787065,60.8
,"Idaho","16","2019","2019","Neoplasms","C00-D48",3413,1787065,191.0
,"Idaho","16","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",397,1787065,22.2
,"Idaho","16","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",3058,1787065,171.1
,"Idaho","16","2019","2019","Mental and behavioural disorders","F01-F99",4217,1787065,236.0
,"Idaho","16","2019","2019","Diseases of the nervous system","G00-G98",2399,1787065,134.2
,"Idaho","16","2019","2019","Diseases of the eye and adnexa","H00-H59",15,1787065,Unreliable
,"Idaho","16","2019","2019","Diseases of the circulatory system","I00-I99",7606,1787065,425.6
,"Idaho","16","2019","2019","Diseases of the respiratory system","J00-J98",4202,1787065,235.1
,"Idaho","16","2019","2019","Diseases of the digestive system","K00-K92",1358,1787065,76.0
,"Idaho","16","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",138,1787065,7.7
,"Idaho","16","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",364,1787065,20.4
,"Idaho","16","2019","2019","Diseases of the genitourinary system","N00-N99",1394,1787065,78.0
,"Idaho","16","2019","2019","Certain conditions originating in the perinatal period","P00-P96",56,1787065,3.1
,"Idaho","16","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",93,1787065,5.2
,"Idaho","16","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3397,1787065,190.1
,"Idaho","16","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",1677,1787065,93.8
,"Idaho","16","2019","2019","External causes of morbidity and mortality","V01-Y89",1845,1787065,103.2
,"Idaho","16","2020","2020","Certain infectious and parasitic diseases","A00-B99",1267,1826913,69.4
,"Idaho","16","2020","2020","Neoplasms","C00-D48",3656,1826913,200.1
,"Idaho","16","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",503,1826913,27.5
,"Idaho","16","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",3800,1826913,208.0
,"Idaho","16","2020","2020","Mental and behavioural disorders","F01-F99",4565,1826913,249.9
,"Idaho","16","2020","2020","Diseases of the nervous system","G00-G98",2742,1826913,150.1
,"Idaho","16","2020","2020","Diseases of the eye and adnexa","H00-H59",14,1826913,Unreliable
,"Idaho","16","2020","2020","Diseases of the circulatory system","I00-I99",8694,1826913,475.9
,"Idaho","16","2020","2020","Diseases of the respiratory system","J00-J98",5218,1826913,285.6
,"Idaho","16","2020","2020","Diseases of the digestive system","K00-K92",1592,1826913,87.1
,"Idaho","16","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",165,1826913,9.0
,"Idaho","16","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",507,1826913,27.8
,"Idaho","16","2020","2020","Diseases of the genitourinary system","N00-N99",1596,1826913,87.4
,"Idaho","16","2020","2020","Certain conditions originating in the perinatal period","P00-P96",73,1826913,4.0
,"Idaho","16","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",113,1826913,6.2
,"Idaho","16","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3776,1826913,206.7
,"Idaho","16","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",1790,1826913,98.0
,"Idaho","16","2020","2020","Codes for special purposes","U00-U99",1524,1826913,83.4
,"Idaho","16","2020","2020","External causes of morbidity and mortality","V01-Y89",1980,1826913,108.4
,"Idaho","16","2021","2021","Certain infectious and parasitic diseases","A00-B99",1554,1900923,81.7
,"Idaho","16","2021","2021","Neoplasms","C00-D48",3800,1900923,199.9
,"Idaho","16","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",599,1900923,31.5
,"Idaho","16","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",4836,1900923,254.4
,"Idaho","16","2021","2021","Mental and behavioural disorders","F01-F99",4799,1900923,252.5
,"Idaho","16","2021","2021","Diseases of the nervous system","G00-G98",2953,1900923,155.3
,"Idaho","16","2021","2021","Diseases of the eye and adnexa","H00-H59",26,1900923,1.4
,"Idaho","16","2021","2021","Diseases of the circulatory system","I00-I99",9881,1900923,519.8
,"Idaho","16","2021","2021","Diseases of the respiratory system","J00-J98",6355,1900923,334.3
,"Idaho","16","2021","2021","Diseases of the digestive system","K00-K92",1752,1900923,92.2
,"Idaho","16","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",198,1900923,10.4
,"Idaho","16","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",516,1900923,27.1
,"Idaho","16","2021","2021","Diseases of the genitourinary system","N00-N99",1943,1900923,102.2
,"Idaho","16","2021","2021","Certain conditions originating in the perinatal period","P00-P96",67,1900923,3.5
,"Idaho","16","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",116,1900923,6.1
,"Idaho","16","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",4585,1900923,241.2
,"Idaho","16","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",1978,1900923,104.1
,"Idaho","16","2021","2021","Codes for special purposes","U00-U99",2710,1900923,142.6
,"Idaho","16","2021","2021","External causes of morbidity and mortality","V01-Y89",2169,1900923,114.1
,"Idaho","16","2022","2022","Certain infectious and parasitic diseases","A00-B99",1347,1939033,69.5
,"Idaho","16","2022","2022","Neoplasms","C00-D48",3846,1939033,198.3
,"Idaho","16","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",631,1939033,32.5
,"Idaho","16","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",4559,1939033,235.1
,"Idaho","16","2022","2022","Mental and behavioural disorders","F01-F99",5071,1939033,261.5
,"Idaho","16","2022","2022","Diseases of the nervous system","G00-G98",3019,1939033,155.7
,"Idaho","16","2022","2022","Diseases of the eye and adnexa","H00-H59",19,1939033,Unreliable
,"Idaho","16","2022","2022","Diseases of the circulatory system","I00-I99",9663,1939033,498.3
,"Idaho","16","2022","2022","Diseases of the respiratory system","J00-J98",5268,1939033,271.7
,"Idaho","16","2022","2022","Diseases of the digestive system","K00-K92",1813,1939033,93.5
,"Idaho","16","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",221,1939033,11.4
,"Idaho","16","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",555,1939033,28.6
,"Idaho","16","2022","2022","Diseases of the genitourinary system","N00-N99",1778,1939033,91.7
,"Idaho","16","2022","2022","Certain conditions originating in the perinatal period","P00-P96",83,1939033,4.3
,"Idaho","16","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",111,1939033,5.7
,"Idaho","16","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",4470,1939033,230.5
,"Idaho","16","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",2032,1939033,104.8
,"Idaho","16","2022","2022","Codes for special purposes","U00-U99",1105,1939033,57.0
,"Idaho","16","2022","2022","External causes of morbidity and mortality","V01-Y89",2195,1939033,113.2
,"Idaho","16","2023","2023","Certain infectious and parasitic diseases","A00-B99",1274,1964726,64.8
,"Idaho","16","2023","2023","Neoplasms","C00-D48",4024,1964726,204.8
,"Idaho","16","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",568,1964726,28.9
,"Idaho","16","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",4399,1964726,223.9
,"Idaho","16","2023","2023","Mental and behavioural disorders","F01-F99",4877,1964726,248.2
,"Idaho","16","2023","2023","Diseases of the nervous system","G00-G98",2671,1964726,135.9
,"Idaho","16","2023","2023","Diseases of the eye and adnexa","H00-H59",16,1964726,Unreliable
,"Idaho","16","2023","2023","Diseases of the circulatory system","I00-I99",9287,1964726,472.7
,"Idaho","16","2023","2023","Diseases of the respiratory system","J00-J98",4581,1964726,233.2
,"Idaho","16","2023","2023","Diseases of the digestive system","K00-K92",1805,1964726,91.9
,"Idaho","16","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",211,1964726,10.7
,"Idaho","16","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",565,1964726,28.8
,"Idaho","16","2023","2023","Diseases of the genitourinary system","N00-N99",1709,1964726,87.0
,"Idaho","16","2023","2023","Certain conditions originating in the perinatal period","P00-P96",64,1964726,3.3
,"Idaho","16","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",119,1964726,6.1
,"Idaho","16","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",4236,1964726,215.6
,"Idaho","16","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",2120,1964726,107.9
