"Notes","Year","Year Code","UCD - ICD Chapter","UCD - ICD Chapter Code","MCD - ICD-10 113 Cause List","MCD - ICD-10 113 Cause List Code",Deaths,Population,Crude Rate
,"2019","2019","Diseases of the respiratory system","J00-J98","Peptic ulcer (K25-K28)","GR113-090",273,328239523,0.1
,"2019","2019","Diseases of the respiratory system","J00-J98","Diseases of appendix (K35-K38)","GR113-091",10,328239523,Unreliable
,"2019","2019","Diseases of the respiratory system","J00-J98","Hernia (K40-K46)","GR113-092",217,328239523,0.1
,"2019","2019","Diseases of the respiratory system","J00-J98","Chronic liver disease and cirrhosis (K70,K73-K74)","GR113-093",1819,328239523,0.6
,"2019","2019","Diseases of the respiratory system","J00-J98","Alcoholic liver disease (K70)","GR113-094",579,328239523,0.2
,"2019","2019","Diseases of the respiratory system","J00-J98","Other chronic liver disease and cirrhosis (K73-K74)","GR113-095",1252,328239523,0.4
,"2019","2019","Diseases of the respiratory system","J00-J98","Cholelithiasis and other disorders of gallbladder (K80-K82)","GR113-096",245,328239523,0.1
,"2019","2019","Diseases of the respiratory system","J00-J98","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","GR113-097",15686,328239523,4.8
,"2019","2019","Diseases of the respiratory system","J00-J98","Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)","GR113-098",262,328239523,0.1
,"2019","2019","Diseases of the respiratory system","J00-J98","Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)","GR113-099",26,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Renal failure (N17-N19)","GR113-100",15548,328239523,4.7
,"2019","2019","Diseases of the respiratory system","J00-J98","Infections of kidney (N10-N12,N13.6,N15.1)","GR113-102",104,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Hyperplasia of prostate (N40)","GR113-103",479,328239523,0.1
,"2019","2019","Diseases of the respiratory system","J00-J98","Certain conditions originating in the perinatal period (P00-P96)","GR113-108",153,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109",584,328239523,0.2
,"2019","2019","Diseases of the respiratory system","J00-J98","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110",52799,328239523,16.1
,"2019","2019","Diseases of the respiratory system","J00-J98","All other diseases (Residual) ","GR113-111",118737,328239523,36.2
,"2019","2019","Diseases of the respiratory system","J00-J98","Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112",4836,328239523,1.5
,"2019","2019","Diseases of the respiratory system","J00-J98","Transport accidents (V01-V99,Y85)","GR113-113",79,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114",58,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)","GR113-116",20,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Nontransport accidents (W00-X59,Y86)","GR113-117",4764,328239523,1.5
,"2019","2019","Diseases of the respiratory system","J00-J98","Falls (W00-W19)","GR113-118",816,328239523,0.2
,"2019","2019","Diseases of the respiratory system","J00-J98","Accidental exposure to smoke, fire and flames (X00-X09)","GR113-121",45,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Accidental poisoning and exposure to noxious substances (X40-X49)","GR113-122",369,328239523,0.1
,"2019","2019","Diseases of the respiratory system","J00-J98","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123",3562,328239523,1.1
,"2019","2019","Diseases of the respiratory system","J00-J98","Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127",12,328239523,Unreliable
,"2019","2019","Diseases of the respiratory system","J00-J98","Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)","GR113-129",11,328239523,Unreliable
,"2019","2019","Diseases of the respiratory system","J00-J98","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131",23,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133",22,328239523,0.0
,"2019","2019","Diseases of the respiratory system","J00-J98","Complications of medical and surgical care (Y40-Y84,Y88)","GR113-135",2457,328239523,0.7
,"2019","2019","Diseases of the respiratory system","J00-J98","Enterocolitis due to Clostridium difficile (A04.7)","GR113-136",290,328239523,0.1
,"2019","2019","Diseases of the respiratory system","J00-J98","Other contributing conditions (O08,S,T)","GR113-137",4107,328239523,1.3
,"2019","2019","Diseases of the digestive system","K00-K92","Certain other intestinal infections (A04,A07-A09)","GR113-003",550,328239523,0.2
,"2019","2019","Diseases of the digestive system","K00-K92","Tuberculosis (A16-A19)","GR113-004",26,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Respiratory tuberculosis (A16)","GR113-005",16,328239523,Unreliable
,"2019","2019","Diseases of the digestive system","K00-K92","Other tuberculosis (A17-A19)","GR113-006",10,328239523,Unreliable
,"2019","2019","Diseases of the digestive system","K00-K92","Septicemia (A40-A41)","GR113-010",23352,328239523,7.1
,"2019","2019","Diseases of the digestive system","K00-K92","Viral hepatitis (B15-B19)","GR113-015",2193,328239523,0.7
,"2019","2019","Diseases of the digestive system","K00-K92","Human immunodeficiency virus (HIV) disease (B20-B24)","GR113-016",141,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1,U09.9)","GR113-018",2556,328239523,0.8
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms (C00-C97)","GR113-019",4764,328239523,1.5
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)","GR113-020",100,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of esophagus (C15)","GR113-021",66,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of stomach (C16)","GR113-022",40,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms of colon, rectum and anus (C18-C21)","GR113-023",331,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms of liver and intrahepatic bile ducts (C22)","GR113-024",776,328239523,0.2
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of pancreas (C25)","GR113-025",137,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of larynx (C32)","GR113-026",52,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms of trachea, bronchus and lung (C33-C34)","GR113-027",493,328239523,0.2
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant melanoma of skin (C43)","GR113-028",53,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of breast (C50)","GR113-029",473,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of cervix uteri (C53)","GR113-030",38,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)","GR113-031",93,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of ovary (C56)","GR113-032",84,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of prostate (C61)","GR113-033",433,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms of kidney and renal pelvis (C64-C65)","GR113-034",145,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasm of bladder (C67)","GR113-035",186,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)","GR113-036",44,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)","GR113-037",555,328239523,0.2
,"2019","2019","Diseases of the digestive system","K00-K92","Non-Hodgkin lymphoma (C82-C85)","GR113-039",226,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Leukemia (C91-C95)","GR113-040",201,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Multiple myeloma and immunoproliferative neoplasms (C88,C90)","GR113-041",125,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)","GR113-043",1004,328239523,0.3
,"2019","2019","Diseases of the digestive system","K00-K92","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)","GR113-044",433,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Anemias (D50-D64)","GR113-045",5512,328239523,1.7
,"2019","2019","Diseases of the digestive system","K00-K92","Diabetes mellitus (E10-E14)","GR113-046",7357,328239523,2.2
,"2019","2019","Diseases of the digestive system","K00-K92","Nutritional deficiencies (E40-E64)","GR113-047",3120,328239523,1.0
,"2019","2019","Diseases of the digestive system","K00-K92","Malnutrition (E40-E46)","GR113-048",3012,328239523,0.9
,"2019","2019","Diseases of the digestive system","K00-K92","Other nutritional deficiencies (E50-E64)","GR113-049",117,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Meningitis (G00,G03)","GR113-050",13,328239523,Unreliable
,"2019","2019","Diseases of the digestive system","K00-K92","Parkinson disease (G20-G21)","GR113-051",528,328239523,0.2
,"2019","2019","Diseases of the digestive system","K00-K92","Alzheimer disease (G30)","GR113-052",858,328239523,0.3
,"2019","2019","Diseases of the digestive system","K00-K92","Major cardiovascular diseases (I00-I78)","GR113-053",37419,328239523,11.4
,"2019","2019","Diseases of the digestive system","K00-K92","Diseases of heart (I00-I09,I11,I13,I20-I51)","GR113-054",30919,328239523,9.4
,"2019","2019","Diseases of the digestive system","K00-K92","Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)","GR113-055",151,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Hypertensive heart disease (I11)","GR113-056",914,328239523,0.3
,"2019","2019","Diseases of the digestive system","K00-K92","Hypertensive heart and renal disease (I13)","GR113-057",90,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Ischemic heart diseases (I20-I25)","GR113-058",7279,328239523,2.2
,"2019","2019","Diseases of the digestive system","K00-K92","Acute myocardial infarction (I21-I22)","GR113-059",1823,328239523,0.6
,"2019","2019","Diseases of the digestive system","K00-K92","Other acute ischemic heart diseases (I24)","GR113-060",108,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Other forms of chronic ischemic heart disease (I20,I25)","GR113-061",5662,328239523,1.7
,"2019","2019","Diseases of the digestive system","K00-K92","Atherosclerotic cardiovascular disease, so described (I25.0)","GR113-062",739,328239523,0.2
,"2019","2019","Diseases of the digestive system","K00-K92","All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)","GR113-063",4940,328239523,1.5
,"2019","2019","Diseases of the digestive system","K00-K92","Other heart diseases (I26-I51)","GR113-064",25954,328239523,7.9
,"2019","2019","Diseases of the digestive system","K00-K92","Acute and subacute endocarditis (I33)","GR113-065",58,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Diseases of pericardium and acute myocarditis (I30-I31,I40)","GR113-066",105,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Heart failure (I50)","GR113-067",6701,328239523,2.0
,"2019","2019","Diseases of the digestive system","K00-K92","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068",21578,328239523,6.6
,"2019","2019","Diseases of the digestive system","K00-K92","Essential hypertension and hypertensive renal disease (I10,I12,I15)","GR113-069",8461,328239523,2.6
,"2019","2019","Diseases of the digestive system","K00-K92","Cerebrovascular diseases (I60-I69)","GR113-070",2612,328239523,0.8
,"2019","2019","Diseases of the digestive system","K00-K92","Atherosclerosis (I70)","GR113-071",792,328239523,0.2
,"2019","2019","Diseases of the digestive system","K00-K92","Other diseases of circulatory system (I71-I78)","GR113-072",1267,328239523,0.4
,"2019","2019","Diseases of the digestive system","K00-K92","Aortic aneurysm and dissection (I71)","GR113-073",229,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Other diseases of arteries, arterioles and capillaries (I72-I78)","GR113-074",1061,328239523,0.3
,"2019","2019","Diseases of the digestive system","K00-K92","Other disorders of circulatory system (I80-I99)","GR113-075",5246,328239523,1.6
,"2019","2019","Diseases of the digestive system","K00-K92","Influenza and pneumonia (J09-J18)","GR113-076",4696,328239523,1.4
,"2019","2019","Diseases of the digestive system","K00-K92","Influenza (J09-J11)","GR113-077",66,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Pneumonia (J12-J18)","GR113-078",4633,328239523,1.4
,"2019","2019","Diseases of the digestive system","K00-K92","Chronic lower respiratory diseases (J40-J47)","GR113-082",5652,328239523,1.7
,"2019","2019","Diseases of the digestive system","K00-K92","Bronchitis, chronic and unspecified (J40-J42)","GR113-083",26,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Emphysema (J43)","GR113-084",401,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Asthma (J45-J46)","GR113-085",271,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Other chronic lower respiratory diseases (J44,J47)","GR113-086",5004,328239523,1.5
,"2019","2019","Diseases of the digestive system","K00-K92","Pneumoconioses and chemical effects (J60-J66,J68,U07.0)","GR113-087",19,328239523,Unreliable
,"2019","2019","Diseases of the digestive system","K00-K92","Pneumonitis due to solids and liquids (J69)","GR113-088",3409,328239523,1.0
,"2019","2019","Diseases of the digestive system","K00-K92","Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)","GR113-089",16559,328239523,5.0
,"2019","2019","Diseases of the digestive system","K00-K92","Peptic ulcer (K25-K28)","GR113-090",4067,328239523,1.2
,"2019","2019","Diseases of the digestive system","K00-K92","Diseases of appendix (K35-K38)","GR113-091",461,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Hernia (K40-K46)","GR113-092",2452,328239523,0.7
,"2019","2019","Diseases of the digestive system","K00-K92","Chronic liver disease and cirrhosis (K70,K73-K74)","GR113-093",48024,328239523,14.6
,"2019","2019","Diseases of the digestive system","K00-K92","Alcoholic liver disease (K70)","GR113-094",24585,328239523,7.5
,"2019","2019","Diseases of the digestive system","K00-K92","Other chronic liver disease and cirrhosis (K73-K74)","GR113-095",23894,328239523,7.3
,"2019","2019","Diseases of the digestive system","K00-K92","Cholelithiasis and other disorders of gallbladder (K80-K82)","GR113-096",4268,328239523,1.3
,"2019","2019","Diseases of the digestive system","K00-K92","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","GR113-097",14509,328239523,4.4
,"2019","2019","Diseases of the digestive system","K00-K92","Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)","GR113-098",184,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)","GR113-099",43,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Renal failure (N17-N19)","GR113-100",14408,328239523,4.4
,"2019","2019","Diseases of the digestive system","K00-K92","Infections of kidney (N10-N12,N13.6,N15.1)","GR113-102",85,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Hyperplasia of prostate (N40)","GR113-103",115,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Inflammatory diseases of female pelvic organs (N70-N76)","GR113-104",41,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Certain conditions originating in the perinatal period (P00-P96)","GR113-108",91,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109",285,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110",27777,328239523,8.5
,"2019","2019","Diseases of the digestive system","K00-K92","All other diseases (Residual) ","GR113-111",86482,328239523,26.3
,"2019","2019","Diseases of the digestive system","K00-K92","Accidents (unintentional injuries) (V01-X59,Y85-Y86)","GR113-112",2543,328239523,0.8
,"2019","2019","Diseases of the digestive system","K00-K92","Transport accidents (V01-V99,Y85)","GR113-113",52,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)","GR113-114",40,328239523,0.0
,"2019","2019","Diseases of the digestive system","K00-K92","Nontransport accidents (W00-X59,Y86)","GR113-117",2494,328239523,0.8
,"2019","2019","Diseases of the digestive system","K00-K92","Falls (W00-W19)","GR113-118",325,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Accidental poisoning and exposure to noxious substances (X40-X49)","GR113-122",237,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)","GR113-123",1935,328239523,0.6
,"2019","2019","Diseases of the digestive system","K00-K92","Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)","GR113-127",10,328239523,Unreliable
,"2019","2019","Diseases of the digestive system","K00-K92","Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)","GR113-131",18,328239523,Unreliable
,"2019","2019","Diseases of the digestive system","K00-K92","Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)","GR113-133",18,328239523,Unreliable
,"2019","2019","Diseases of the digestive system","K00-K92","Complications of medical and surgical care (Y40-Y84,Y88)","GR113-135",3149,328239523,1.0
,"2019","2019","Diseases of the digestive system","K00-K92","Enterocolitis due to Clostridium difficile (A04.7)","GR113-136",310,328239523,0.1
,"2019","2019","Diseases of the digestive system","K00-K92","Other contributing conditions (O08,S,T)","GR113-137",3562,328239523,1.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Certain other intestinal infections (A04,A07-A09)","GR113-003",15,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Septicemia (A40-A41)","GR113-010",3635,328239523,1.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Viral hepatitis (B15-B19)","GR113-015",19,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1,U09.9)","GR113-018",574,328239523,0.2
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malignant neoplasms (C00-C97)","GR113-019",211,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malignant neoplasms of colon, rectum and anus (C18-C21)","GR113-023",13,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malignant neoplasms of liver and intrahepatic bile ducts (C22)","GR113-024",11,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malignant neoplasms of trachea, bronchus and lung (C33-C34)","GR113-027",22,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malignant neoplasm of breast (C50)","GR113-029",21,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malignant neoplasm of prostate (C61)","GR113-033",25,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malignant neoplasms of kidney and renal pelvis (C64-C65)","GR113-034",15,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)","GR113-037",51,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Non-Hodgkin lymphoma (C82-C85)","GR113-039",19,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Leukemia (C91-C95)","GR113-040",21,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Multiple myeloma and immunoproliferative neoplasms (C88,C90)","GR113-041",11,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)","GR113-043",43,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)","GR113-044",28,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Anemias (D50-D64)","GR113-045",167,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Diabetes mellitus (E10-E14)","GR113-046",671,328239523,0.2
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Nutritional deficiencies (E40-E64)","GR113-047",119,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Malnutrition (E40-E46)","GR113-048",111,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Parkinson disease (G20-G21)","GR113-051",36,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Alzheimer disease (G30)","GR113-052",66,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Major cardiovascular diseases (I00-I78)","GR113-053",2265,328239523,0.7
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Diseases of heart (I00-I09,I11,I13,I20-I51)","GR113-054",1933,328239523,0.6
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)","GR113-055",10,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Hypertensive heart disease (I11)","GR113-056",53,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Ischemic heart diseases (I20-I25)","GR113-058",439,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Acute myocardial infarction (I21-I22)","GR113-059",82,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other forms of chronic ischemic heart disease (I20,I25)","GR113-061",360,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Atherosclerotic cardiovascular disease, so described (I25.0)","GR113-062",45,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)","GR113-063",318,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other heart diseases (I26-I51)","GR113-064",1668,328239523,0.5
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Acute and subacute endocarditis (I33)","GR113-065",20,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Heart failure (I50)","GR113-067",594,328239523,0.2
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)","GR113-068",1287,328239523,0.4
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Essential hypertension and hypertensive renal disease (I10,I12,I15)","GR113-069",456,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Cerebrovascular diseases (I60-I69)","GR113-070",149,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Atherosclerosis (I70)","GR113-071",15,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other diseases of circulatory system (I71-I78)","GR113-072",159,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other diseases of arteries, arterioles and capillaries (I72-I78)","GR113-074",154,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other disorders of circulatory system (I80-I99)","GR113-075",191,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Influenza and pneumonia (J09-J18)","GR113-076",270,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Pneumonia (J12-J18)","GR113-078",266,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Chronic lower respiratory diseases (J40-J47)","GR113-082",266,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Emphysema (J43)","GR113-084",11,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Asthma (J45-J46)","GR113-085",15,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other chronic lower respiratory diseases (J44,J47)","GR113-086",238,328239523,0.1
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Pneumonitis due to solids and liquids (J69)","GR113-088",87,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)","GR113-089",865,328239523,0.3
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Peptic ulcer (K25-K28)","GR113-090",10,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Chronic liver disease and cirrhosis (K70,K73-K74)","GR113-093",108,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Alcoholic liver disease (K70)","GR113-094",27,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Other chronic liver disease and cirrhosis (K73-K74)","GR113-095",82,328239523,0.0
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","GR113-097",788,328239523,0.2
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)","GR113-098",16,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Renal failure (N17-N19)","GR113-100",775,328239523,0.2
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","GR113-109",11,328239523,Unreliable
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","GR113-110",1379,328239523,0.4
,"2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","All other diseases (Residual) ","GR113-111",5229,328239523,1.6
