"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error	% of Total Deaths
	"Washington"	"53"	"2019"	"2019"	980	5293324	18.513886548	17.354733901	19.673039196	0.591404412	16.424315344	15.377408194	17.471222493	0.534136301	0.346046420%
	"Washington"	"53"	"2020"	"2020"	1049	5369911	19.534774412	18.352613141	20.716935685	0.603143506	17.401907946	16.331480517	18.472335376	0.546136444	0.370410912%
	"Washington"	"53"	"2021"	"2021"	1114	5409796	20.592273720	19.383019036	21.801528404	0.616966676	18.535483400	17.424715626	19.646251175	0.566718252	0.393362971%
	"Washington"	"53"	"2022"	"2022"	1124	5462015	20.578486145	19.375428773	21.781543516	0.613804781	17.839166832	16.782300984	18.896032681	0.539217270	0.396894057%
	"Washington"	"53"	"2023 "	"2023"	1075	5508984	19.513579999	18.347069123	20.680090876	0.595158610	16.806919198	15.786838775	17.826999620	0.520449195	0.379591736%
"Total"	"Washington"	"53"			6320	32258890	19.591498654	19.108478568	20.074518740	0.246438819	17.338023610	16.903456504	17.772590717	0.221717912	2.231646298%
	"West Virginia"	"54"	"2018"	"2018"	297	1284823	23.116024542	20.487022075	25.745027008	1.341327789	17.617967638	15.566444365	19.669490910	1.046695547	0.104873252%
	"West Virginia"	"54"	"2019"	"2019"	316	1278794	24.710782190	21.986205588	27.435358792	1.390090103	18.632679133	16.521388549	20.743969717	1.077189073	0.111582315%
	"West Virginia"	"54"	"2020"	"2020"	293	1275287	22.975220480	20.344456124	25.605984835	1.342226712	17.452922518	15.389222170	19.516622865	1.052908341	0.103460817%
	"West Virginia"	"54"	"2021"	"2021"	315	1270528	24.792842031	22.054881976	27.530802086	1.396918395	18.438039702	16.339761293	20.536318112	1.070550209	0.111229206%
	"West Virginia"	"54"	"2022"	"2022"	308	1263599	24.374821443	21.652608114	27.097034771	1.388884351	18.024054622	15.947770942	20.100338301	1.059328408	0.108757446%
	"West Virginia"	"54"	"2023 "	"2023"	298	1262554	23.602950844	20.923077671	26.282824017	1.367282231	17.066593932	15.074816326	19.058371538	1.016213064	0.105226360%
"Total"	"West Virginia"	"54"			1827	7635585	23.927439744	22.830246742	25.024632746	0.559792348	17.870538018	17.027675983	18.713400054	0.430031651	0.645129397%
	"Wisconsin"	"55"	"2018"	"2018"	839	3985700	21.050254660	19.625853086	22.474656235	0.726735497	16.811257497	15.654457829	17.968057166	0.590203913	0.296258108%
	"Wisconsin"	"55"	"2019"	"2019"	902	4009767	22.495072656	21.027024835	23.963120477	0.749003990	17.823455948	16.636597537	19.010314359	0.605540005	0.318503950%
	"Wisconsin"	"55"	"2020"	"2020"	995	4029646	24.691995277	23.157729082	26.226261472	0.782788875	19.407358843	18.176495510	20.638222176	0.627991496	0.351343049%
	"Wisconsin"	"55"	"2021"	"2021"	995	4071415	24.438677954	22.920151929	25.957203979	0.774758176	19.436415607	18.200906624	20.671924590	0.630361726	0.351343049%
	"Wisconsin"	"55"	"2022"	"2022"	978	4081312	23.962882524	22.461035485	25.464729563	0.766248489	18.479964678	17.297162372	19.662766984	0.603470564	0.345340202%
	"Wisconsin"	"55"	"2023 "	"2023"	1066	4109427	25.940356162	24.383123860	27.497588463	0.794506276	19.849917404	18.632345519	21.067489290	0.621210146	0.376413759%
"Total"	"Wisconsin"	"55"			5775	24287267	23.777891518	23.164619120	24.391163916	0.312894081	18.628469673	18.138821559	19.118117787	0.249820466	2.039202116%
	"Wyoming"	"56"	"2018"	"2018"	77	390595	19.713513998	15.557510977	24.638541200	2.246563419	16.711761370	13.122409263	20.980112342	1.947415835	0.027189362%
	"Wyoming"	"56"	"2019"	"2019"	82	392504	20.891506838	16.615642133	25.931791778	2.307080982	17.517309122	13.846732168	21.862477649	1.985584592	0.028954905%
	"Wyoming"	"56"	"2020"	"2020"	81	396659	20.420562750	16.216785703	25.380921648	2.268951417	16.194736210	12.780561922	20.240667157	1.843897295	0.028601796%
	"Wyoming"	"56"	"2021"	"2021"	78	394198	19.787010589	15.640840390	24.695178565	2.240437766	16.071199889	12.619427577	20.175945053	1.868601578	0.027542470%
	"Wyoming"	"56"	"2022"	"2022"	98	396960	24.687625957	20.042649133	30.086316002	2.493826818	19.322319122	15.614366082	23.645688025	1.997051119	0.034604642%
	"Wyoming"	"56"	"2023 "	"2023"	99	401069	24.684031925	20.061946947	30.051821507	2.480838552	19.500452237	15.758315452	23.863678425	2.007747776	0.034957751%
"Total"	"Wyoming"	"56"			515	2371985	21.711773051	19.836572389	23.586973712	0.956735032	17.588722566	16.033704606	19.143740526	0.793376510	0.181850925%
"Total"					283199	1364204143	20.759283092	20.682825157	20.835741027	0.039009151	17.231392673	17.167063201	17.295722146	0.032821159	100.000000000%
"---"
"Dataset: Underlying Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"ICD-10 Codes: C25.0 (Head of pancreas - Malignant neoplasms); C25.1 (Body of pancreas - Malignant neoplasms); C25.2 (Tail of"
"pancreas - Malignant neoplasms); C25.3 (Pancreatic duct - Malignant neoplasms); C25.4 (Endocrine pancreas - Malignant"
"neoplasms); C25.7 (Other parts of pancreas - Malignant neoplasms); C25.8 (Overlapping lesion of pancreas - Malignant neoplasms);"
"C25.9 (Pancreas, unspecified - Malignant neoplasms)"
"Ten-Year Age Groups: 25-34 years; 35-44 years; 45-54 years; 55-64 years; 65-74 years; 75-84 years; 85+ years"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Jun 4, 2025 2:31:03 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jun 4, 2025 2:31:03 PM"
"---"
Caveats:
"1. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#2000 Standard Population."
"2. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age-Adjusted Rates."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"4. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Confidence-Intervals."
"5. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Standard-Errors."
"6. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"7. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Connecticut-2022."
"8. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
"9. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#ICD-10 Changes."
